Customer ID,Customer Name,Email,Member Since,Subscription Plan,Subscription Rate,Discount?,Cancellation Date
13645,Coda Beat,Email: chill.coda@email.edu,3/20/23,Premium (No Ads),$9.99,,
13666,Rhythm Groove,Email: vibrant.rhythm@email.edu,4/26/23,Premium (No Ads),$9.99,,7/23/23
13669,Clef Fitzgerald,Email: hipster.clef@email.edu,3/22/23,Premium (No Ads),$9.99,,5/30/23
13689,Treble Cross,Email: jazzy.treble@email.edu,4/14/23,Premium (No Ads),$9.99,,
13701,Vivace Hill,Email: classic.vivace@email.com,4/4/23,Premium (No Ads),$9.99,,6/9/23
13727,Coda Hunter,Email: harmonic.coda@email.com,4/10/23,Premium (No Ads),$9.99,,
13751,Allegra Moon,Email: soulful.allegra@email.edu,3/30/23,Premium (No Ads),$9.99,,6/23/23
13785,Rhythm Stone,Email: funky.rhythm@email.com,3/27/23,Premium (No Ads),$9.99,,
13786,Symphony Campbell,Email: lofi.symphony@email.com,4/11/23,Premium (No Ads),$9.99,,7/9/23
13797,Chord Franklin,Email: retro.chord@email.edu,3/27/23,Premium (No Ads),$9.99,,
13808,Carol Star,Email: harmonic.carol@email.com,3/13/23,Premium (No Ads),$9.99,,5/2/23
13830,Solo Hunter,Email: sonorous.solo@email.com,3/22/23,Premium (No Ads),$9.99,,5/16/23
13834,Coda Sharp,Email: classic.coda@email.edu,3/15/23,Premium (No Ads),$9.99,,
13835,Chord Reed,Email: electric.chord@email.edu,3/14/23,Premium (No Ads),$9.99,,
13837,Bobby Kingbird,Email: vibrant.bobby@email.com,3/14/23,Premium (No Ads),$9.99,,6/3/23
13856,Beatrice Rhodes,Email: classic.beatrice@email.edu,5/11/23,Premium (No Ads),$9.99,,6/26/23
13883,Tenor Saxton,Email: acoustic.tenor@email.edu,4/7/23,Premium (No Ads),$9.99,,
13900,Jazz Groove,Email: musical.jazz@email.com,3/13/23,Premium (No Ads),$9.99,,
13928,Harmony Coleman,Email: dynamic.harmony@email.edu,4/3/23,Premium (No Ads),$9.99,,
13935,Clef Reed,Email: ambient.clef@email.com,4/25/23,Premium (No Ads),$9.99,,
14007,Lyric Nash,Email: retro.lyric@email.com,4/5/23,Premium (No Ads),$9.99,,7/3/23
14016,Jazz Rivers,Email: funky.jazz@email.com,4/21/23,Premium (No Ads),$9.99,,6/8/23
14044,Allegra Sharp,Email: melodic.allegra@email.com,3/30/23,Premium (No Ads),$9.99,,
14064,Jazz Saxton,Email: musical.jazz@email.com,3/22/23,Premium (No Ads),$9.99,,5/31/23
14075,Allegra Flat,Email: ambient.allegra@email.com,4/20/23,Premium (No Ads),$9.99,,6/14/23
14086,Carol Hill,Email: vibrant.carol@email.edu,5/4/23,Premium (No Ads),$9.99,,6/20/23
14105,Rock Banks,Email: classic.rock@email.com,3/14/23,Premium (No Ads),$9.99,,5/7/23
14125,Cadence Lane,Email: modern.cadence@email.com,4/6/23,Premium (No Ads),$9.99,,
14195,Clef Bell,Email: beatful.clef@email.com,3/21/23,Premium (No Ads),$9.99,,
14197,Bass Cross,Email: acoustic.bass@email.edu,3/15/23,Premium (No Ads),$9.99,,5/7/23
14224,Alto Hunter,Email: beatful.alto@email.com,4/20/23,Premium (No Ads),$9.99,,
14260,Greta Stone,Email: acoustic.greta@email.com,3/31/23,Premium (No Ads),$9.99,,6/13/23
14292,Kiki Fitzgerald,Email: resonant.kiki@email.edu,3/16/23,Premium (No Ads),$9.99,,
14295,Adagio Groove,Email: harmonic.adagio@email.edu,4/19/23,Premium (No Ads),$9.99,,6/13/23
14333,Cadence Parks,Email: acoustic.cadence@email.com,5/5/23,Premium (No Ads),$9.99,,7/23/23
14355,Greta Drummond,Email: vivid.greta@email.edu,5/4/23,Premium (No Ads),$9.99,,
14440,Solo Rivers,Email: jazzy.solo@email.com,3/14/23,Premium (No Ads),$9.99,,
14459,Reed Moon,Email: electric.reed@email.edu,4/25/23,Premium (No Ads),$9.99,,
14485,Harmony Saunders,Email: indie.harmony@email.edu,4/24/23,Premium (No Ads),$9.99,,
14489,Treble Bassett,Email: sonorous.treble@email.edu,3/20/23,Premium (No Ads),$9.99,,5/17/23
14560,Kiki Groove,Email: rhythmic.kiki@email.com,4/5/23,Premium (No Ads),$9.99,,7/3/23
14562,Carol Moon,Email: harmonic.carol@email.com,4/10/23,Premium (No Ads),$9.99,,
14571,Lyric Saxton,Email: acoustic.lyric@email.edu,3/31/23,Premium (No Ads),$9.99,,
14577,Aria Fitzgerald,Email: beatful.aria@email.com,5/1/23,Premium (No Ads),$9.99,,
14638,Cadence Wallace,Email: lofi.cadence@email.edu,4/6/23,Premium (No Ads),$9.99,,6/22/23
14641,Forte Coleman,Email: dynamic.forte@email.edu,3/22/23,Premium (No Ads),$9.99,,
14654,Forte Murphy,Email: acoustic.forte@email.com,3/29/23,Premium (No Ads),$9.99,,
14674,Melody Cross,Email: smooth.melody@email.edu,5/2/23,Premium (No Ads),$9.99,,
14740,Melody Brooks,Email: melodic.melody@email.com,3/16/23,Premium (No Ads),$9.99,,
14749,Lyric Lane,Email: smooth.lyric@email.com,4/12/23,Premium (No Ads),$9.99,,6/10/23
14763,Kiki Reed,Email: hipster.kiki@email.com,4/28/23,Premium (No Ads),$9.99,,7/11/23
14771,Vivace Sharp,Email: melodic.vivace@email.edu,4/28/23,Premium (No Ads),$9.99,,
14813,Solo Star,Email: harmonic.solo@email.com,3/17/23,Premium (No Ads),$9.99,,6/6/23
14863,Sonata Rhodes,Email: musical.sonata@email.edu,4/21/23,Premium (No Ads),$9.99,,6/8/23
14891,Vivace Parks,Email: dynamic.vivace@email.edu,4/7/23,Premium (No Ads),$9.99,,
14909,Aria Bassett,Email: classic.aria@email.com,4/28/23,Premium (No Ads),$9.99,,7/19/23
14938,Treble Saunders,Email: sonorous.treble@email.edu,4/5/23,Premium (No Ads),$9.99,,7/3/23
14977,Kiki Greene,Email: jazzy.kiki@email.com,3/17/23,Premium (No Ads),$9.99,,5/29/23
14980,Cadence Heart,Email: modern.cadence@email.com,4/6/23,Premium (No Ads),$9.99,,5/24/23
15021,Harmony Campbell,Email: indie.harmony@email.com,4/18/23,Premium (No Ads),$9.99,,
15133,Bobby Fitzgerald,Email: soulful.bobby@email.com,4/12/23,Premium (No Ads),$9.99,,
15147,Forte Saunders,Email: lofi.forte@email.com,4/6/23,Premium (No Ads),$9.99,,5/25/23
15177,Benny Hunter,Email: funky.benny@email.edu,4/25/23,Premium (No Ads),$9.99,,
15244,Bass Reed,Email: groovy.bass@email.com,3/27/23,Premium (No Ads),$9.99,,6/2/23
15280,Tenor Keys,Email: tuneful.tenor@email.edu,3/31/23,Premium (No Ads),$9.99,,
15299,Cadence Groove,Email: groovy.cadence@email.com,3/17/23,Premium (No Ads),$9.99,,
15339,Symphony Kingbird,Email: classic.symphony@email.com,4/4/23,Premium (No Ads),$9.99,,
15403,Greta Banks,Email: jazzy.greta@email.com,3/13/23,Premium (No Ads),$9.99,,
15415,Clef Kingbird,Email: rhythmic.clef@email.com,5/4/23,Premium (No Ads),$9.99,,
15468,Jazz Parks,Email: soulful.jazz@email.edu,4/17/23,Premium (No Ads),$9.99,,
15476,Beatrice Fields,Email: dynamic.beatrice@email.com,4/18/23,Premium (No Ads),$9.99,,6/29/23
15485,Cadence Bassett,Email: modern.cadence@email.com,3/28/23,Premium (No Ads),$9.99,,6/9/23
15501,Sonata Fields,Email: retro.sonata@email.com,3/16/23,Premium (No Ads),$9.99,,
15532,Adagio Rhodes,Email: ambient.adagio@email.edu,5/2/23,Premium (No Ads),$9.99,,7/22/23
15575,Symphony Nash,Email: indie.symphony@email.com,5/11/23,Premium (No Ads),$9.99,,
15587,Allegra Hunter,Email: lyrical.allegra@email.com,3/16/23,Premium (No Ads),$9.99,,
15617,Reed Banks,Email: smooth.reed@email.edu,4/27/23,Premium (No Ads),$9.99,,
15647,Solo Nash,Email: classic.solo@email.edu,4/10/23,Premium (No Ads),$9.99,,6/2/23
15684,Chord Dixon,Email: classic.chord@email.com,4/19/23,Premium (No Ads),$9.99,,6/28/23
15706,Coda Wood,Email: smooth.coda@email.com,3/27/23,Premium (No Ads),$9.99,,6/4/23
15714,Kiki Brooks,Email: harmonic.kiki@email.com,4/27/23,Premium (No Ads),$9.99,,
15738,Rock Bass,Email: funky.rock@email.edu,3/31/23,Premium (No Ads),$9.99,,6/10/23
15770,Aria Coleman,Email: tuneful.aria@email.com,3/31/23,Premium (No Ads),$9.99,,6/27/23
15796,Carol Hayes,Email: vivid.carol@email.com,5/2/23,Premium (No Ads),$9.99,,7/10/23
15809,Symphony Flat,Email: rhythmic.symphony@email.com,4/4/23,Premium (No Ads),$9.99,,6/11/23
15834,Vivace Flat,Email: melodic.vivace@email.edu,3/24/23,Premium (No Ads),$9.99,,
15844,Treble Franklin,Email: resonant.treble@email.edu,3/23/23,Premium (No Ads),$9.99,,5/27/23
15868,Melody Greene,Email: melodic.melody@email.edu,4/4/23,Premium (No Ads),$9.99,,
15942,Sonata Parks,Email: melodious.sonata@email.com,3/31/23,Premium (No Ads),$9.99,,
15960,Kiki Singer,Email: dynamic.kiki@email.com,4/27/23,Premium (No Ads),$9.99,,
15972,Treble Beat,Email: classic.treble@email.com,3/20/23,Premium (No Ads),$9.99,,6/4/23
15980,Lyric Fields,Email: indie.lyric@email.com,3/15/23,Premium (No Ads),$9.99,,
16004,Bass Moon,Email: lofi.bass@email.com,3/21/23,Premium (No Ads),$9.99,,
16032,Benny Hayes,Email: vibrant.benny@email.com,3/21/23,Premium (No Ads),$9.99,,6/18/23
16062,Benny Fields,Email: soulful.benny@email.com,3/28/23,Premium (No Ads),$9.99,,
16087,Bass Kingbird,Email: vivid.bass@email.edu,4/10/23,Premium (No Ads),$9.99,,5/26/23
16145,Rhythm Saxton,Email: lyrical.rhythm@email.com,4/5/23,Premium (No Ads),$9.99,,6/18/23
16149,Tenor Reed,Email: chill.tenor@email.com,5/3/23,Premium (No Ads),$7.99,Yes,5/22/23
16169,Lyric Saunders,Email: soulful.lyric@email.edu,5/19/23,Premium (No Ads),$7.99,Yes,6/10/23
16199,Sonata Lane,Email: lofi.sonata@email.edu,5/11/23,Premium (No Ads),$7.99,Yes,6/5/23
16216,Lyric Beat,Email: retro.lyric@email.edu,5/30/23,Premium (No Ads),$7.99,Yes,6/28/23
16274,Clef Flat,Email: resonant.clef@email.com,5/5/23,Premium (No Ads),$7.99,Yes,5/21/23
16302,Bobby Cross,Email: groovy.bobby@email.com,5/16/23,Premium (No Ads),$7.99,Yes,6/18/23
16412,Benny Reed,Email: hipster.benny@email.com,5/24/23,Premium (No Ads),$7.99,Yes,
16438,Bass Franklin,Email: vibrant.bass@email.com,5/9/23,Premium (No Ads),$7.99,Yes,5/27/23
16490,Reed Campbell,Email: resonant.reed@email.edu,5/17/23,Premium (No Ads),$7.99,Yes,6/9/23
16498,Sonata Flat,Email: funky.sonata@email.com,5/2/23,Premium (No Ads),$7.99,Yes,6/1/23
16526,Bobby Greene,Email: rhythmic.bobby@email.com,5/31/23,Premium (No Ads),$7.99,Yes,7/4/23
16543,Tenor Greene,Email: sonorous.tenor@email.edu,5/23/23,Premium (No Ads),$7.99,Yes,6/22/23
16597,Alto Stone,Email: classic.alto@email.com,5/26/23,Premium (No Ads),$7.99,Yes,6/13/23
16680,Beatrice Bell,Email: classic.beatrice@email.edu,5/5/23,Premium (No Ads),$7.99,Yes,6/3/23
16731,Allegra Beat,Email: sonorous.allegra@email.edu,5/15/23,Premium (No Ads),$7.99,Yes,6/13/23
16734,Beatrice Bassett,Email: musical.beatrice@email.com,5/26/23,Premium (No Ads),$7.99,Yes,6/14/23
16762,Sonata Heart,Email: indie.sonata@email.com,5/25/23,Premium (No Ads),$7.99,Yes,
16770,Lyric Brooks,Email: sonorous.lyric@email.edu,5/23/23,Premium (No Ads),$7.99,Yes,6/21/23
16791,Harmony Kingbird,Email: chill.harmony@email.edu,5/31/23,Premium (No Ads),$7.99,Yes,7/1/23
16808,Bass Fields,Email: vivid.bass@email.com,5/22/23,Premium (No Ads),$7.99,Yes,6/16/23
16830,Alto Drummond,Email: retro.alto@email.com,5/16/23,Premium (No Ads),$7.99,Yes,6/19/23
16851,Vivace Hunter,Email: sonorous.vivace@email.com,5/18/23,Premium (No Ads),$7.99,Yes,6/21/23
16931,Alto Sharp,Email: vivid.alto@email.com,5/31/23,Premium (No Ads),$7.99,Yes,7/3/23
16945,Beatrice Rivers,Email: acoustic.beatrice@email.com,5/26/23,Premium (No Ads),$7.99,Yes,
16946,Rock Hunter,Email: smooth.rock@email.com,5/29/23,Premium (No Ads),$7.99,Yes,6/24/23
16955,Melody Groove,Email: hipster.melody@email.edu,5/25/23,Premium (No Ads),$7.99,Yes,6/11/23
16959,Chord Stone,Email: tuneful.chord@email.com,5/25/23,Premium (No Ads),$7.99,Yes,6/21/23
16968,Symphony Beat,Email: smooth.symphony@email.com,5/23/23,Premium (No Ads),$7.99,Yes,6/12/23
16991,Forte Bass,Email: acoustic.forte@email.edu,5/17/23,Premium (No Ads),$7.99,Yes,6/10/23
17054,Lyric Fitzgerald,Email: jazzy.lyric@email.com,5/2/23,Premium (No Ads),$7.99,Yes,5/29/23
17066,Aria Wood,Email: vivid.aria@email.com,5/9/23,Premium (No Ads),$7.99,Yes,6/5/23
17135,Symphony Groove,Email: melodious.symphony@email.edu,5/15/23,Premium (No Ads),$7.99,Yes,6/9/23
17149,Harmony Saxton,Email: dynamic.harmony@email.com,5/18/23,Premium (No Ads),$7.99,Yes,6/16/23
17163,Alto Brooks,Email: digital.alto@email.com,5/18/23,Premium (No Ads),$7.99,Yes,6/19/23
17205,Rock Lake,Email: funky.rock@email.edu,5/22/23,Premium (No Ads),$7.99,Yes,6/23/23
17239,Coda Keys,Email: modern.coda@email.com,5/31/23,Premium (No Ads),$7.99,Yes,6/23/23
17254,Forte Moon,Email: jazzy.forte@email.edu,5/9/23,Premium (No Ads),$7.99,Yes,5/31/23
17302,Solo Singer,Email: chill.solo@email.com,5/30/23,Premium (No Ads),$7.99,Yes,6/25/23
17318,Alto Star,Email: smooth.alto@email.edu,5/17/23,Premium (No Ads),$7.99,Yes,6/14/23
17346,Rock Keys,Email: sonorous.rock@email.com,5/19/23,Premium (No Ads),$7.99,Yes,6/8/23
17374,Bass Rivers,Email: ambient.bass@email.edu,5/15/23,Premium (No Ads),$7.99,Yes,6/17/23
17382,Kiki Moon,Email: chill.kiki@email.com,5/30/23,Premium (No Ads),$7.99,Yes,6/24/23
17432,Melody Rhodes,Email: lofi.melody@email.com,5/26/23,Premium (No Ads),$7.99,Yes,6/16/23
17461,Bass Hayes,Email: smooth.bass@email.com,5/10/23,Premium (No Ads),$7.99,Yes,5/30/23
17483,Benny Rhodes,Email: beatful.benny@email.edu,5/12/23,Premium (No Ads),$7.99,Yes,6/8/23
17492,Adagio Heart,Email: tuneful.adagio@email.com,5/12/23,Premium (No Ads),$7.99,Yes,6/6/23
17509,Tenor Parks,Email: digital.tenor@email.com,5/31/23,Premium (No Ads),$7.99,Yes,6/21/23
17547,Harmony Keys,Email: digital.harmony@email.edu,5/15/23,Premium (No Ads),$7.99,Yes,6/1/23
17588,Tenor Murphy,Email: smooth.tenor@email.com,5/24/23,Premium (No Ads),$7.99,Yes,6/15/23
17592,Beatrice Reed,Email: ambient.beatrice@email.com,5/12/23,Premium (No Ads),$7.99,Yes,6/13/23
17665,Reed Coleman,Email: groovy.reed@email.edu,5/30/23,Premium (No Ads),$7.99,Yes,6/28/23
17713,Lyric Heart,Email: chill.lyric@email.com,5/17/23,Premium (No Ads),$7.99,Yes,6/12/23
17757,Reed Wallace,Email: retro.reed@email.com,5/5/23,Premium (No Ads),$7.99,Yes,5/24/23
17834,Adagio Saunders,Email: melodic.adagio@email.com,5/12/23,Premium (No Ads),$7.99,Yes,6/7/23
17846,Alto Coleman,Email: digital.alto@email.com,5/16/23,Premium (No Ads),$7.99,Yes,6/4/23
17855,Treble Rivers,Email: ambient.treble@email.edu,5/29/23,Premium (No Ads),$7.99,Yes,6/20/23
17863,Bobby Bass,Email: beatful.bobby@email.edu,5/9/23,Premium (No Ads),$7.99,Yes,5/26/23
17977,Rock Lane,Email: lyrical.rock@email.edu,5/11/23,Premium (No Ads),$7.99,Yes,5/31/23
18116,Adagio Kingbird,Email: ambient.adagio@email.edu,5/31/23,Premium (No Ads),$7.99,Yes,6/19/23
18189,Sonata Stone,Email: beatful.sonata@email.com,5/4/23,Premium (No Ads),$7.99,Yes,6/7/23
18202,Allegra Bass,Email: resonant.allegra@email.edu,5/10/23,Premium (No Ads),$7.99,Yes,6/5/23
18218,Reed Cross,Email: tuneful.reed@email.com,5/30/23,Premium (No Ads),$7.99,Yes,6/27/23
18223,Aria Banks,Email: classic.aria@email.edu,5/10/23,Premium (No Ads),$7.99,Yes,6/3/23
18230,Jazz Bassett,Email: acoustic.jazz@email.com,5/2/23,Premium (No Ads),$7.99,Yes,5/26/23
18238,Reed Stone,Email: groovy.reed@email.com,5/15/23,Premium (No Ads),$7.99,Yes,6/16/23
18261,Sonata Keys,Email: digital.sonata@email.edu,5/4/23,Premium (No Ads),$7.99,Yes,5/30/23
18369,Kiki Lane,Email: electric.kiki@email.com,5/1/23,Premium (No Ads),$7.99,Yes,5/23/23
18387,Clef Saxton,Email: chill.clef@email.com,5/18/23,Premium (No Ads),$7.99,Yes,6/20/23
18464,Vivace Bell,Email: acoustic.vivace@email.edu,5/22/23,Premium (No Ads),$7.99,Yes,6/18/23
18588,Benny Brooks,Email: acoustic.benny@email.com,5/12/23,Premium (No Ads),$7.99,Yes,
18626,Lyric Hunter,Email: sonorous.lyric@email.com,5/29/23,Premium (No Ads),$7.99,Yes,6/25/23
18660,Coda Hill,Email: rhythmic.coda@email.com,5/29/23,Premium (No Ads),$7.99,Yes,6/25/23
18666,Beatrice Fitzgerald,Email: vivid.beatrice@email.com,5/24/23,Premium (No Ads),$7.99,Yes,6/25/23
18697,Tenor Rhodes,Email: indie.tenor@email.com,5/8/23,Premium (No Ads),$7.99,Yes,6/2/23
18789,Clef Heart,Email: dynamic.clef@email.com,5/2/23,Premium (No Ads),$7.99,Yes,6/3/23
18809,Tempo Flat,Email: retro.tempo@email.com,5/22/23,Premium (No Ads),$7.99,Yes,6/22/23
18885,Harmony Nash,Email: musical.harmony@email.com,5/2/23,Premium (No Ads),$7.99,Yes,
18905,Cadence Lake,Email: melodious.cadence@email.com,5/25/23,Premium (No Ads),$7.99,Yes,6/26/23
18948,Lyric Drummond,Email: resonant.lyric@email.com,5/15/23,Premium (No Ads),$7.99,Yes,6/15/23
18970,Clef Cross,Email: melodic.clef@email.edu,5/29/23,Premium (No Ads),$7.99,Yes,7/1/23
19013,Tempo Rhodes,Email: chill.tempo@email.edu,5/22/23,Premium (No Ads),$7.99,Yes,6/21/23
19024,Jazz Beat,Email: classic.jazz@email.com,5/23/23,Premium (No Ads),$7.99,Yes,6/16/23
19084,Melody Lane,Email: classic.melody@email.com,5/9/23,Premium (No Ads),$7.99,Yes,
19103,Chord Rhodes,Email: hipster.chord@email.com,5/15/23,Premium (No Ads),$7.99,Yes,6/9/23
19108,Alto Singer,Email: musical.alto@email.edu,5/29/23,Premium (No Ads),$7.99,Yes,6/30/23
19112,Lyric Singer,Email: beatful.lyric@email.com,5/1/23,Premium (No Ads),$7.99,Yes,5/23/23
19117,Benny Flat,Email: indie.benny@email.com,5/12/23,Premium (No Ads),$7.99,Yes,6/3/23
19118,Rock Hill,Email: vivid.rock@email.com,5/8/23,Premium (No Ads),$7.99,Yes,6/8/23
19120,Clef Rhodes,Email: resonant.clef@email.com,5/18/23,Premium (No Ads),$7.99,Yes,6/20/23
19153,Clef Coleman,Email: funky.clef@email.com,5/3/23,Premium (No Ads),$7.99,Yes,5/25/23
19166,Tempo Wallace,Email: soulful.tempo@email.com,5/8/23,Premium (No Ads),$7.99,Yes,6/2/23
19196,Carol Greene,Email: jazzy.carol@email.edu,5/15/23,Premium (No Ads),$7.99,Yes,6/13/23
19242,Lyric Stone,Email: ambient.lyric@email.com,5/1/23,Premium (No Ads),$7.99,Yes,5/19/23
19262,Lyric Rivers,Email: beatful.lyric@email.com,5/10/23,Premium (No Ads),$7.99,Yes,6/7/23
19293,Adagio Moon,Email: classic.adagio@email.com,5/15/23,Premium (No Ads),$7.99,Yes,6/4/23
19327,Chord Lake,Email: melodic.chord@email.edu,5/25/23,Premium (No Ads),$7.99,Yes,6/21/23
19349,Coda Wallace,Email: melodious.coda@email.com,5/29/23,Premium (No Ads),$7.99,Yes,6/30/23
19358,Clef Lane,Email: vibrant.clef@email.com,5/2/23,Premium (No Ads),$7.99,Yes,5/30/23
19385,Sonata Kingbird,Email: electric.sonata@email.com,5/19/23,Premium (No Ads),$7.99,Yes,6/19/23
19387,Beatrice Star,Email: melodic.beatrice@email.com,5/17/23,Premium (No Ads),$7.99,Yes,6/13/23
19396,Carol Coleman,Email: electric.carol@email.edu,5/31/23,Premium (No Ads),$7.99,Yes,6/18/23
19405,Forte Groove,Email: lofi.forte@email.com,5/31/23,Premium (No Ads),$7.99,Yes,
19432,Rhythm Bassett,Email: groovy.rhythm@email.com,5/16/23,Premium (No Ads),$7.99,Yes,6/13/23
19456,Beatrice Saxton,Email: resonant.beatrice@email.com,5/10/23,Premium (No Ads),$7.99,Yes,5/28/23
19494,Allegra Saxton,Email: jazzy.allegra@email.edu,5/5/23,Premium (No Ads),$7.99,Yes,6/3/23
19496,Benny Heart,Email: classic.benny@email.edu,5/16/23,Premium (No Ads),$7.99,Yes,6/17/23
19507,Alto Hayes,Email: dynamic.alto@email.edu,5/22/23,Premium (No Ads),$7.99,Yes,6/18/23
19577,Rhythm Lake,Email: lofi.rhythm@email.edu,5/30/23,Premium (No Ads),$7.99,Yes,6/26/23
19586,Harmony Dixon,Email: retro.harmony@email.com,5/10/23,Premium (No Ads),$7.99,Yes,
19617,Rock Wallace,Email: electric.rock@email.edu,5/3/23,Premium (No Ads),$7.99,Yes,5/25/23
19709,Jazz Hayes,Email: funky.jazz@email.edu,5/23/23,Premium (No Ads),$7.99,Yes,6/8/23
19739,Melody Franklin,Email: digital.melody@email.com,5/3/23,Premium (No Ads),$7.99,Yes,5/21/23
19785,Tenor Lake,Email: ambient.tenor@email.edu,5/4/23,Premium (No Ads),$7.99,Yes,6/6/23
19834,Allegra Rivers,Email: rhythmic.allegra@email.edu,5/23/23,Premium (No Ads),$7.99,Yes,6/12/23
19952,Chord Campbell,Email: lyrical.chord@email.edu,5/24/23,Premium (No Ads),$7.99,Yes,6/9/23
19960,Bass Bass,Email: jazzy.bass@email.com,5/15/23,Premium (No Ads),$7.99,Yes,
19983,Lyric Hayes,Email: modern.lyric@email.edu,5/19/23,Premium (No Ads),$7.99,Yes,6/18/23
